주체	관계유형	대상
금융투자업자	요구함	금융투자업의 일부 양도 또는 양수 사실의 보고
금융투자업자	요구함	금융투자업의 일부 양도 및 양수
제6조제1항제4호 및 제5호	참조함	금융투자업의 일부 양도 및 양수
금융투자업자	허용함	금융투자업의 일부 양도 및 양수
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
금융투자업자	요구함	금융투자업의 일부 폐지, 지점 및 영업소의 신설·폐지, 본점 위치 변경, 영업의 중지 및 재개 등에 관한 신고
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제4호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
제33조	참조함	제6조제1항제5호
금융감독원장	권한을가짐	금융투자업자의 업무와 재산상황에 대한 검사
금융투자업자의 업무와 재산상황	참조함	금융감독원장의 검사 범위
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
한국은행	권한을가짐	통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위한 필요성 인정
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	참조함	제40조제1항제3호 및 제4호
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
제40조	근거함	통화신용정책의 수행 및 지급결제제도의 원활한 운영
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	권한을가짐	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
한국은행	허용함	금융투자업자에 대한 자료제출 요구
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제40조	참조함	제40조제1항제3호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제88조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
제40조	참조함	제40조제1항제4호
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
한국은행	요구함	자료 요구 범위를 필요한 최소한의 범위로 한정
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
제88조	근거함	통화신용정책의 수행
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	금융감독원장에 대한 검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	권한을가짐	한국은행과의 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
금융위원회	허용함	검사 또는 공동검사 요구
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	대통령 보좌
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
국무위원	요구함	국정 심의
금융감독원장	허용함	금융투자업자에 대한 자료 제출 및 의견 진술 요구
금융위원회	권한을가짐	금융투자업자에 대한 조치
금융위원회	권한을가짐	금융투자업자에 대한 조치
금융위원회	권한을가짐	금융투자업자에 대한 조치
금융위원회	권한을가짐	금융투자업자에 대한 조치
금융위원회	권한을가짐	금융투자업자에 대한 조치
금융위원회	권한을가짐	금융투자업자에 대한 조치
금융투자업자	요구함	제420조에 따른 조치 이행
금융투자업자	요구함	제420조에 따른 조치 이행
금융투자업자	요구함	제420조에 따른 조치 이행
금융투자업자	요구함	제420조에 따른 조치 이행
금융투자업자	요구함	제420조에 따른 조치 이행
금융투자업자	요구함	제420조에 따른 조치 이행
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융위원회	허용함	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	권한을가짐	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
금융투자업인가를 받은 자	승인을요구함	금융투자업
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제18조	참조함	제15조제1항
제15조	참조함	제15조제1항
제15조	참조함	제15조제1항
제15조	참조함	제15조제1항
제15조	참조함	제15조제1항
제15조	참조함	제15조제1항
제15조	참조함	제15조제1항
제15조	참조함	제15조제1항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제39조의3제1항 및 제2항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제18조	참조함	제17조제1항 및 제3항
제117조의4	정의함	윤리심사자문위원회
제117조의4	정의함	윤리심사자문위원회
제117조의4	정의함	윤리심사자문위원회
윤리특별위원회	요구함	윤리심사자문위원회의 설치
윤리특별위원회	요구함	윤리심사자문위원회의 설치
윤리특별위원회	요구함	윤리심사자문위원회의 설치
국회의장	권한을가짐	윤리심사자문위원회 위원의 임명·위촉
국회의장	권한을가짐	윤리심사자문위원회 위원의 임명·위촉
국회의장	권한을가짐	윤리심사자문위원회 위원의 임명·위촉
윤리심사자문위원회	근거함	국회의원의 자격심사 및 징계에 관한 사항의 자문
윤리심사자문위원회	근거함	국회의원의 자격심사 및 징계에 관한 사항의 자문
윤리심사자문위원회	근거함	국회의원의 자격심사 및 징계에 관한 사항의 자문
금융위원회	권한을가짐	금융투자업 등록 취소
금융위원회	권한을가짐	금융투자업 등록 취소
금융위원회	허용함	금융투자업 등록 취소
금융위원회	허용함	금융투자업 등록 취소
거짓·부정한 방법으로 인가/등록을 받거나 조건을 위반한 금융투자업자	처벌대상임	금융투자업 등록 취소
거짓·부정한 방법으로 인가/등록을 받거나 조건을 위반한 금융투자업자	처벌대상임	금융투자업 등록 취소
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제1항에 따른 인가요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
인가 또는 등록을 신청하거나 받은 자	요구함	제15조제2항에 따른 업무 단위 추가등록요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
제15조	정의함	인가 및 업무 단위 추가등록 요건
개인정보처리자	요구함	개인정보의 수집 출처 고지
개인정보처리자	요구함	개인정보의 수집 출처 고지
개인정보처리자	요구함	개인정보의 수집 출처 고지
개인정보처리자	요구함	개인정보의 수집 출처 고지
개인정보처리자	요구함	개인정보의 수집 출처 고지
개인정보처리자	요구함	개인정보의 수집 출처 고지
개인정보처리자	요구함	개인정보의 처리 목적 고지
개인정보처리자	요구함	개인정보의 처리 목적 고지
개인정보처리자	요구함	개인정보의 처리 목적 고지
개인정보처리자	요구함	개인정보의 처리 목적 고지
개인정보처리자	요구함	개인정보의 처리 목적 고지
개인정보처리자	요구함	개인정보의 처리 목적 고지
개인정보처리자	요구함	개인정보 처리 정지 요구권 고지
개인정보처리자	요구함	개인정보 처리 정지 요구권 고지
개인정보처리자	요구함	개인정보 처리 정지 요구권 고지
개인정보처리자	요구함	개인정보 처리 정지 요구권 고지
개인정보처리자	요구함	개인정보 처리 정지 요구권 고지
개인정보처리자	요구함	개인정보 처리 정지 요구권 고지
정보주체	허용함	수집 출처 등 고지 요구
정보주체	허용함	수집 출처 등 고지 요구
정보주체	허용함	수집 출처 등 고지 요구
정보주체	허용함	수집 출처 등 고지 요구
정보주체	허용함	수집 출처 등 고지 요구
정보주체	허용함	수집 출처 등 고지 요구
금융투자업자	요구함	등록요건의 유지의무
금융투자업자	요구함	등록요건의 유지의무
금융투자업자	요구함	등록요건의 유지의무
금융투자업자	금지함	업무의 정지기간 중 업무 수행
금융투자업자	금지함	업무의 정지기간 중 업무 수행
금융투자업자	금지함	업무의 정지기간 중 업무 수행
금융투자업자	요구함	금융위원회의 시정명령 또는 중지명령 이행
금융투자업자	요구함	금융위원회의 시정명령 또는 중지명령 이행
금융투자업자	요구함	금융위원회의 시정명령 또는 중지명령 이행
제52조	참조함	제51조제1항제4호
제52조	참조함	제51조제1항제4호
제52조	참조함	제51조제1항제4호
제52조	참조함	제51조제1항제4호
제52조	참조함	제51조제1항제5호
제52조	참조함	제51조제1항제5호
제52조	참조함	제51조제1항제5호
제52조	참조함	제51조제1항제5호
금융투자업자	간주함	해산
금융투자업자	간주함	해산
금융투자업자	간주함	해산
금융투자업자	간주함	해산
금융위원회	권한을가짐	금융투자업인가 및 금융투자업등록 취소
금융위원회	권한을가짐	금융투자업인가 및 금융투자업등록 취소
금융위원회	권한을가짐	금융투자업인가 및 금융투자업등록 취소
금융위원회	권한을가짐	금융투자업인가 및 금융투자업등록 취소
금융위원회 등 감독당국	허용함	6개월 이내의 업무의 전부 또는 일부의 정지
금융위원회 등 감독당국	허용함	6개월 이내의 업무의 전부 또는 일부의 정지
금융위원회 등 감독당국	허용함	신탁계약, 그 밖의 계약의 인계명령
금융위원회 등 감독당국	허용함	신탁계약, 그 밖의 계약의 인계명령
금융위원회 등 감독당국	허용함	위법행위의 시정명령 또는 중지명령
금융위원회 등 감독당국	허용함	위법행위의 시정명령 또는 중지명령
금융위원회 등 감독당국	허용함	위법행위로 인한 조치를 받았다는 사실의 공표명령 또는 게시명령
금융위원회 등 감독당국	허용함	위법행위로 인한 조치를 받았다는 사실의 공표명령 또는 게시명령
금융위원회 등 감독당국	허용함	기관경고 및 기관주의
금융위원회 등 감독당국	허용함	기관경고 및 기관주의
제51조제2항	참조함	제51조제2항제1호
제51조제2항	참조함	제51조제2항제1호
금융위원회	권한을가짐	외국 금융투자업자의 지점 및 영업소에 대한 인가ㆍ등록의 취소
금융위원회	권한을가짐	외국 금융투자업자의 지점 및 영업소에 대한 인가ㆍ등록의 취소
금융위원회	권한을가짐	외국 금융투자업자의 지점 및 영업소에 대한 인가ㆍ등록의 취소
금융위원회	권한을가짐	외국 금융투자업자의 지점 및 영업소에 대한 인가ㆍ등록의 취소
금융위원회	권한을가짐	외국 금융투자업자의 지점 및 영업소에 대한 인가ㆍ등록의 취소
금융위원회	권한을가짐	외국 금융투자업자의 지점 및 영업소에 대한 인가ㆍ등록의 취소
금융위원회	허용함	외국 금융투자업자의 지점등에 대한 행정처분
금융위원회	허용함	외국 금융투자업자의 지점등에 대한 행정처분
금융위원회	허용함	외국 금융투자업자의 지점등에 대한 행정처분
금융위원회	허용함	외국 금융투자업자의 지점등에 대한 행정처분
금융위원회	허용함	외국 금융투자업자의 지점등에 대한 행정처분
금융위원회	허용함	외국 금융투자업자의 지점등에 대한 행정처분
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 개인정보 이용
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
개인정보처리자	금지함	수집 목적의 범위를 초과한 제3자 제공
금융위원회	권한을가짐	금융투자업자의 임직원에 대한 조치
금융위원회	권한을가짐	금융투자업자의 임직원에 대한 조치
금융위원회	권한을가짐	금융투자업자의 임직원에 대한 조치
금융위원회	권한을가짐	금융투자업자의 임직원에 대한 조치
금융위원회	권한을가짐	금융투자업자의 임직원에 대한 조치
금융위원회	권한을가짐	금융투자업자의 임직원에 대한 조치
금융위원회	허용함	임직원에 대한 해임 권고, 직무 정지, 문책 등
금융위원회	허용함	임직원에 대한 해임 권고, 직무 정지, 문책 등
금융위원회	허용함	임직원에 대한 해임 권고, 직무 정지, 문책 등
금융위원회	허용함	임직원에 대한 해임 권고, 직무 정지, 문책 등
금융위원회	허용함	임직원에 대한 해임 권고, 직무 정지, 문책 등
금융위원회	허용함	임직원에 대한 해임 권고, 직무 정지, 문책 등
금융위원회	권한을가짐	금융투자업자 임직원에 대한 제재 조치
금융위원회	권한을가짐	금융투자업자 임직원에 대한 제재 조치
금융위원회	권한을가짐	금융투자업자 임직원에 대한 제재 조치
금융위원회	권한을가짐	금융투자업자 임직원에 대한 제재 조치
금융위원회	권한을가짐	금융투자업자 임직원에 대한 제재 조치
금융위원회	권한을가짐	금융투자업자 임직원에 대한 제재 조치
금융위원회	허용함	해임요구, 직무정지, 문책경고, 주의적 경고, 주의 및 시정조치
금융위원회	허용함	해임요구, 직무정지, 문책경고, 주의적 경고, 주의 및 시정조치
금융위원회	허용함	해임요구, 직무정지, 문책경고, 주의적 경고, 주의 및 시정조치
금융위원회	허용함	해임요구, 직무정지, 문책경고, 주의적 경고, 주의 및 시정조치
금융위원회	허용함	해임요구, 직무정지, 문책경고, 주의적 경고, 주의 및 시정조치
금융위원회	허용함	해임요구, 직무정지, 문책경고, 주의적 경고, 주의 및 시정조치
제420조	참조함	별표 1
제420조	참조함	별표 1
제420조	참조함	별표 1
제420조	참조함	별표 1
제420조	참조함	별표 1
제420조	참조함	별표 1
금융위원회	권한을가짐	금융투자업자 임직원에 대한 징계 조치 요구
금융위원회	권한을가짐	금융투자업자 임직원에 대한 징계 조치 요구
금융위원회	권한을가짐	금융투자업자 임직원에 대한 징계 조치 요구
금융위원회	권한을가짐	금융투자업자 임직원에 대한 징계 조치 요구
금융위원회	권한을가짐	금융투자업자 임직원에 대한 징계 조치 요구
금융위원회	권한을가짐	금융투자업자 임직원에 대한 징계 조치 요구
금융위원회	권한을가짐	관리·감독 책임이 있는 임직원에 대한 조치
금융위원회	권한을가짐	관리·감독 책임이 있는 임직원에 대한 조치
금융위원회	권한을가짐	관리·감독 책임이 있는 임직원에 대한 조치
금융위원회	권한을가짐	관리·감독 책임이 있는 임직원에 대한 조치
금융위원회	권한을가짐	관리·감독 책임이 있는 임직원에 대한 조치
금융위원회	권한을가짐	관리·감독 책임이 있는 임직원에 대한 조치
금융위원회	면제함	관리·감독에 상당한 주의를 다한 책임자의 조치
금융위원회	면제함	관리·감독에 상당한 주의를 다한 책임자의 조치
금융위원회	면제함	관리·감독에 상당한 주의를 다한 책임자의 조치
금융위원회	면제함	관리·감독에 상당한 주의를 다한 책임자의 조치
금융위원회	면제함	관리·감독에 상당한 주의를 다한 책임자의 조치
금융위원회	면제함	관리·감독에 상당한 주의를 다한 책임자의 조치
금융위원회	허용함	위법행위 시정 및 방지를 위해 필요한 조치
금융위원회	허용함	위법행위 시정 및 방지를 위해 필요한 조치
금융위원회	허용함	위법행위 시정 및 방지를 위해 필요한 조치
금융위원회	허용함	위법행위 시정 및 방지를 위해 필요한 조치
금융위원회	허용함	위법행위 시정 및 방지를 위해 필요한 조치
금융위원회	허용함	위법행위 시정 및 방지를 위해 필요한 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
금융위원회	권한을가짐	처분 또는 조치
